team_id,team_name,rl_ids,team_crest,team_url
EXZ8gB7h,Melbourne Victory W,AUSTRALIA_A_LEAGUE_WOMEN___ROUND_16,https://static.flashscore.com/res/image/data/rRKDOgil-hWZsLFUO.png,https://www.flashscore.com/team/melbourne-victory/EXZ8gB7h/
vesnzl7U,WS Wanderers W,AUSTRALIA_A_LEAGUE_WOMEN___ROUND_16;AUSTRALIA: - A-League Women,,https://www.flashscore.com/team/newcastle/vesnzl7U/
nwyOlpIL,FC Bhayangkara,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/8jnKBPkl-UBTLvuxH.png,https://www.flashscore.com/team/fc-bhayangkara/6gEuDIDT/
6gEuDIDT,Borneo,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/WtXOUJEG-SKnIGW8l.png,https://www.flashscore.com/team/borneo/nwyOlpIL/
tlmtk0qQ,GB FC,LAOS_LAO_LEAGUE___ROUND_13,https://static.flashscore.com/res/image/data/6mcj5qDa-2ZU8FHin.png,https://www.flashscore.com/team/gb-fc/tlmtk0qQ/
A5TODdLm,Young Elephant,LAOS_LAO_LEAGUE___ROUND_13,https://static.flashscore.com/res/image/data/2oNKHEzB-hY2UDbxR.png,https://www.flashscore.com/team/young-elephant/A5TODdLm/
IeUVbzhs,Persik Kediri,INDONESIA_SUPER_LEAGUE___ROUND_20,https://static.flashscore.com/res/image/data/IgemUgg5-fudV7NWp.png,https://www.flashscore.com/team/persik-kediri/MDFOmQ7H/
MDFOmQ7H,Persik Kediri,INDONESIA_SUPER_LEAGUE___ROUND_20;INDONESIA: - Super League,,https://www.flashscore.com/team/persik-kediri/MDFOmQ7H/
OKfoGJBe,Wellington Phoenix,AUSTRALIA_A_LEAGUE___ROUND_16;Unknown,,https://www.flashscore.com/team/wellington-phoenix/OKfoGJBe/
l00pXxBN,Wellington Phoenix,AUSTRALIA_A_LEAGUE___ROUND_16;AUSTRALIA: - A-League;Unknown,,https://www.flashscore.com/team/wellington-phoenix/l00pXxBN/
INA42qzi,FK Humenne (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/AZF5dFGG-hlD1IYb2.png,https://www.flashscore.com/team/fk-humenne/INA42qzi/
Glk4EkTo,Slavia TU Kosice (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/6gpRDuyB-SSM2cqDD.png,https://www.flashscore.com/team/slavia-kosice/Glk4EkTo/
SfOWozo9,Benesov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/G2WTkwBr-nVEw3y7r.png,https://www.flashscore.com/team/benesov/SfOWozo9/
GMJK27qD,Motorlet Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/bNwvQbCa-WIbInKDU.png,https://www.flashscore.com/team/motorlet-prague/GMJK27qD/
27oZF415,Beltinci (Slo),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/S6ueyNYA-EB9Z0sEO.png,https://www.flashscore.com/team/beltinci/27oZF415/
40QU6cXB,Varteks Varazdin (Cro),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/IX5zC1FG-nmKIPn4A.png,https://www.flashscore.com/team/varteks-varazdin-2011/40QU6cXB/
KAja9Zgj,Hradec Kralove B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/lz7caJYA-GjzhU1rl.png,https://www.flashscore.com/team/hradec-kralove/biGSxbBS/
biGSxbBS,Dukla Prague B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/MayjeS9r-O0DiZMuB.png,https://www.flashscore.com/team/dukla-prague/KAja9Zgj/
Ghs8FE7N,Kolin (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/GtiN5Ce5-WKyLv0gJ.png,https://www.flashscore.com/team/kolin/EuEPYusS/
EuEPYusS,Horni Redice (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xQ4pDAEG-Uo4ASzgB.png,https://www.flashscore.com/team/horni-redice/Ghs8FE7N/
KQOdJ0e1,Kosmonosy (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/GUjw3rZg-Qww3GMDB.png,https://www.flashscore.com/team/kosmonosy/8f2RCz82/
8f2RCz82,Jablonec B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/vg71UDWg-YoLaAoMl.png,https://www.flashscore.com/team/jablonec/KQOdJ0e1/
M34GD2Gt,Zhejiang Professional (Chn),WORLD_CLUB_FRIENDLY;WORLD: - Club Friendly,,https://www.flashscore.com/team/fc-astana/M34GD2Gt/
IeATrtcs,FC Astana (Kaz),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xQ4VYGzS-llrJz3e1.png,https://www.flashscore.com/team/fc-astana/M34GD2Gt/
MF3k2BPd,Pohronie (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/IFRolBg5-t4QdFfaQ.png,https://www.flashscore.com/team/fk-pohronie/GSTtsLqt/
GSTtsLqt,Banik Prievidza (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/jcQ1LmwS-4zDt56EA.png,https://www.flashscore.com/team/banik-prievidza/MF3k2BPd/
nsxXAIia,Meteor Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/hv8J0eXg-bNsKOrPC.png,https://www.flashscore.com/team/meteor-prague/nsxXAIia/
29pnwlUc,Zapy (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/E1YIfnHG-r5EdMJr6.png,https://www.flashscore.com/team/zapy/29pnwlUc/
WSpInAkB,Polanka nad Odrou (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/hzA9fYjl-zPzLdyS7.png,https://www.flashscore.com/team/polanka-nad-odrou/GjppWpLj/
GjppWpLj,Brumov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Sxn2W3dM-tCxZ17Mc.png,https://www.flashscore.com/team/brumov/WSpInAkB/
tIYDbgDm,Slavia Prague U20 (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/6LYetVfM-vTXT3LjJ.png,https://www.flashscore.com/team/slavia-prague/CrrN9wRN/
CrrN9wRN,SG Dynamo Dresden U21 (Ger),WORLD_CLUB_FRIENDLY;WORLD: - Club Friendly,,https://www.flashscore.com/team/slavia-prague/CrrN9wRN/
U7FOTziM,Spisska Nova Ves (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/baZhUCwS-Sb5FILYk.png,https://www.flashscore.com/team/spisska-nova-ves/U7FOTziM/
6Nr1mrIk,Lubovna (Svk),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/EsUBrGBr-SWESPnrA.png,https://www.flashscore.com/team/stara-lubovna/6Nr1mrIk/
hCiUSaf2,Tempo Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/KjYivNYg-6oU6qZ0K.png,https://www.flashscore.com/team/tempo-prague/tfHXeFeQ/
tfHXeFeQ,FK Komarov (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/A1HJ8SfM-QcVdyYni.png,https://www.flashscore.com/team/fk-komarov/hCiUSaf2/
pQAxlRVL,Grosuplje (Slo),WORLD_CLUB_FRIENDLY;WORLD: - Club Friendly,,https://www.flashscore.com/team/rukh-lviv/pQAxlRVL/
vuyqLqnk,Rukh Lviv (Ukr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/MLx366il-vPBjrhhc.png,https://www.flashscore.com/team/rukh-lviv/pQAxlRVL/
MgxTd1Lp,VfB Oldenburg (Ger),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/8ILVGKeM-lrRNKE7p.png,https://www.flashscore.com/team/vfb-oldenburg/fLhfB37a/
fLhfB37a,Jeddeloh (Ger),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/OWniqrf5-Me1TCQhp.png,https://www.flashscore.com/team/jeddeloh/MgxTd1Lp/
nBaemIaU,Zlin B (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/G2UinWBr-EPO4eYDP.png,https://www.flashscore.com/team/zlin/jJETZiAt/
jJETZiAt,Uhersky Brod (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/SpTNKvXg-pjxI1qH0.png,https://www.flashscore.com/team/uhersky-brod/nBaemIaU/
UkaqAx75,Brozany (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/CQtGc0zB-Ug0lQn10.png,https://www.flashscore.com/team/brozany/pb7cIgFA/
pb7cIgFA,Admira Prague (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/SSEyz8Ea-bwnYfdyL.png,https://www.flashscore.com/team/admira-prague/UkaqAx75/
Ac6FOcar,Dnepr Mogilev (Blr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/U1hVB7Br-n3EODL5E.png,https://www.flashscore.com/team/dnepr-mogilev/Ac6FOcar/
As405FJb,FC Gomel (Blr),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/lQspHeCa-8IAnrpV2.png,https://www.flashscore.com/team/fc-gomel/As405FJb/
Uqe7mwdr,Varnsdorf (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/xnqvBIfM-t8zCXcz7.png,https://www.flashscore.com/team/varnsdorf/IsUetO2E/
IsUetO2E,Hradek nad Nisou (Cze),WORLD_CLUB_FRIENDLY,https://static.flashscore.com/res/image/data/Y5PnEtwS-ARG1Lsgr.png,https://www.flashscore.com/team/hradek-nad-nisou/Uqe7mwdr/
jq7MrgUe,Tuloy,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/rJNHBSEa-6N76cNOA.png,https://www.flashscore.com/team/tuloy/rRQRJSjO/
rRQRJSjO,Philippine Army,PHILIPPINES_PFL___ROUND_13,https://static.flashscore.com/res/image/data/ChXx65Xg-d8YaLjT0.png,https://www.flashscore.com/team/philippine-army/jq7MrgUe/
YF6nYqJ7,AS Roma U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/noX9AWjl-fXL28CHk.png,https://www.flashscore.com/team/as-roma/YF6nYqJ7/
zDpdICPp,Genoa U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/KrBvQzWg-hCD6m1R3.png,https://www.flashscore.com/team/genoa/zDpdICPp/
boEfbzat,Monza U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/Ojl7Lxil-dvyZ48ZA.png,https://www.flashscore.com/team/monza/tEbXWFBs/
tEbXWFBs,Lecce U20,ITALY_PRIMAVERA_1___ROUND_24,https://static.flashscore.com/res/image/data/KCT5kBg5-fq0nHBOl.png,https://www.flashscore.com/team/lecce/boEfbzat/
0zjHr0CN,Bidco United,KENYA_PREMIER_LEAGUE___ROUND_20;KENYA: - Premier League,,https://www.flashscore.com/team/bidco-united/0zjHr0CN/
OfdPtDuK,Kakamega Homeboyz,KENYA_PREMIER_LEAGUE___ROUND_20;KENYA: - Premier League,,https://www.flashscore.com/team/kakamega-homeboyz/OfdPtDuK/
U5BqZHjM,Hualien W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/rgxGe8wS-UB1lXcOD.png,https://www.flashscore.com/team/hualien/StiKSFTk/
StiKSFTk,Hang Yuan W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/QiQoEsZA-nkPOoc0O.png,https://www.flashscore.com/team/hang-yuan/U5BqZHjM/
K22PejaU,Taipei Bravo W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/IJnsz6zB-8MhPLQtl.png,https://www.flashscore.com/team/taipei-bravo/ljhGTeEq/
ljhGTeEq,Taichung Sakura W,TAIWAN_MULAN_FOOTBALL_LEAGUE_WOMEN___ROUND_14,https://static.flashscore.com/res/image/data/Qul35sHG-AcmyAXm7.png,https://www.flashscore.com/team/taichung-sakura/K22PejaU/
jwKvKhGa,Corinthians,BRAZIL: - Serie A Betano,,https://www.flashscore.com/team/bragantino/jwKvKhGa/
QBGfQbSe,Corinthians,BRAZIL: - Serie A Betano;Unknown,,https://www.flashscore.com/team/corinthians/QBGfQbSe/
SOS0nh93,Miguelense,BRAZIL: - Copa Alagoas;Unknown,,https://www.flashscore.com/team/miguelense/SOS0nh93/
bPoTPkON,Murici,BRAZIL: - Copa Alagoas;Unknown,,https://www.flashscore.com/team/murici/bPoTPkON/
dICZMKd4,Talleres Jr,EL SALVADOR: - Copa Presidente,,https://www.flashscore.com/team/metapan/dICZMKd4/
EuIAcuTs,Metapan,EL SALVADOR: - Copa Presidente,,https://www.flashscore.com/team/talleres-jr/EuIAcuTs/
bB2qbkq1,Mexico U17,NORTH & CENTRAL AMERICA: - World Cup U17 - Qualification,,https://www.flashscore.com/team/mexico/bB2qbkq1/
dCLgtXol,Trinidad & Tobago U17,NORTH & CENTRAL AMERICA: - World Cup U17 - Qualification,,https://www.flashscore.com/team/trinidad-tobago/dCLgtXol/
Wn2jRjr7,UPNFM,HONDURAS: - Liga Nacional - Clausura,,https://www.flashscore.com/team/lobos-upnfm/Wn2jRjr7/
tMYEpxh4,Victoria,HONDURAS: - Liga Nacional - Clausura,,https://www.flashscore.com/team/victoria/tMYEpxh4/
h0WQLnxd,Veraguas,PANAMA: - LPF - Clausura,,https://www.flashscore.com/team/veraguas/h0WQLnxd/
ptqMix37,Once Caldas,COLOMBIA: - Primera A - Apertura,,https://www.flashscore.com/team/junior/ptqMix37/
bVsnDlMD,Junior,COLOMBIA: - Primera A - Apertura,,https://www.flashscore.com/team/once-caldas/bVsnDlMD/
b18FMqgM,Mixto W,BRAZIL: - Brasileiro Women,,https://www.flashscore.com/team/cr-flamengo/b18FMqgM/
nsHwaO27,Flamengo W,BRAZIL: - Brasileiro Women,,https://www.flashscore.com/team/mixto/nsHwaO27/
QuxS0ahA,Argentinos Jrs,ARGENTINA: - Liga Profesional - Apertura;Unknown,,https://www.flashscore.com/team/argentinos-jrs/QuxS0ahA/
EVqSBe2f,River Plate,ARGENTINA: - Liga Profesional - Apertura;Unknown,,https://www.flashscore.com/team/river-plate/EVqSBe2f/
tSCiHj0I,Palmeiras,BRAZIL: - Serie A Betano;Unknown,,https://www.flashscore.com/team/palmeiras/tSCiHj0I/
hMn9FTbH,Internacional,BRAZIL: - Serie A Betano;Unknown,,https://www.flashscore.com/team/internacional/hMn9FTbH/
6ePPb9Y0,Managua FC,NICARAGUA: - Liga Primera - Clausura;Unknown,,https://www.flashscore.com/team/managua-fc/6ePPb9Y0/
4K7Cefjp,Ferretti,NICARAGUA: - Liga Primera - Clausura;Unknown,,https://www.flashscore.com/team/ferretti/4K7Cefjp/
C23omttL,Atl. Nacional,COLOMBIA: - Primera A - Apertura,,https://www.flashscore.com/team/atl-nacional/C23omttL/
8YJQcU38,Fortaleza,COLOMBIA: - Primera A - Apertura,,https://www.flashscore.com/team/fortaleza-c-e-i-f/8YJQcU38/
AVsHc14R,Marathon,HONDURAS: - Liga Nacional - Clausura,,https://www.flashscore.com/team/marathon/AVsHc14R/
2VZAoIxb,Platense,HONDURAS: - Liga Nacional - Clausura,,https://www.flashscore.com/team/platense/2VZAoIxb/
8hWKNqzL,Plaza Amador,PANAMA: - LPF - Clausura,,https://www.flashscore.com/team/arabe-unido/8hWKNqzL/
8dGV8nQa,Arabe Unido,PANAMA: - LPF - Clausura,,https://www.flashscore.com/team/plaza-amador/8dGV8nQa/
OQSp9Rrp,Newcastle W,AUSTRALIA: - A-League Women,,https://www.flashscore.com/team/western-sydney-wanderers/OQSp9Rrp/
04rryUiO,Brisbane Roar W,AUSTRALIA: - A-League Women,,https://www.flashscore.com/team/brisbane-roar/04rryUiO/
KAz5fihn,Sydney W,AUSTRALIA: - A-League Women,,https://www.flashscore.com/team/sydney/KAz5fihn/
n9K4jY6A,FK Zorya Luhansk (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/fk-auda-riga/n9K4jY6A/
j9Wy32w4,Auda (Lat),WORLD: - Club Friendly,,https://www.flashscore.com/team/zorya/j9Wy32w4/
2HA76NHc,Milsami (Mda),WORLD: - Club Friendly,,https://www.flashscore.com/team/milsami/2HA76NHc/
Gtztv1X8,Prostejov (Cze),WORLD: - Club Friendly,,https://www.flashscore.com/team/prostejov/Gtztv1X8/
lpzQXDLF,Termez Surkhon (Uzb),WORLD: - Club Friendly,,https://www.flashscore.com/team/alashkert/lpzQXDLF/
Q19CngBE,Orenburg (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/orenburg/Q19CngBE/
IFM1GxUm,Pari NN (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/pari-nizhny-novgorod/IFM1GxUm/
tU64krNp,Pari NN (Rus),WORLD: - Club Friendly,,https://www.flashscore.com/team/sogdiana/tU64krNp/
KnlMUCVt,Heidelberg Utd,AUSTRALIA: - NPL Victoria,,https://www.flashscore.com/team/green-gully/KnlMUCVt/
bwmQTWpm,Green Gully,AUSTRALIA: - NPL Victoria,,https://www.flashscore.com/team/heidelberg-utd/bwmQTWpm/
xxQXNHg1,Hume City,AUSTRALIA: - NPL Victoria,,https://www.flashscore.com/team/altona-magic/xxQXNHg1/
t2xVSj0g,Altona Magic,AUSTRALIA: - NPL Victoria,,https://www.flashscore.com/team/hume-city/t2xVSj0g/
0tqnseis,PSIM Yogyakarta,INDONESIA: - Super League,,https://www.flashscore.com/team/psim-yogyakarta/0tqnseis/
6i1jCnP9,Persis Solo,INDONESIA: - Super League,,https://www.flashscore.com/team/madura-united/6i1jCnP9/
KQxLVvz7,Madura United,INDONESIA: - Super League,,https://www.flashscore.com/team/persis-solo/KQxLVvz7/
Ctp2DG8J,WS Wanderers,AUSTRALIA: - A-League;Unknown,,https://www.flashscore.com/team/ws-wanderers/Ctp2DG8J/
dh4IMmQG,Brunswick City,AUSTRALIA: - Victoria Premier League,,https://www.flashscore.com/team/brunswick-city/dh4IMmQG/
08OY5jVA,Northcote City,AUSTRALIA: - Victoria Premier League,,https://www.flashscore.com/team/northcote-city/08OY5jVA/
tzpsqjFn,Brunswick Juventus,AUSTRALIA: - Victoria Premier League,,https://www.flashscore.com/team/brunswick-juventus/tzpsqjFn/
xEWWA2Ri,Port Melbourne Sharks,AUSTRALIA: - Victoria Premier League,,https://www.flashscore.com/team/port-melbourne-sharks/xEWWA2Ri/
hl74HAcF,Vissel Kobe,JAPAN: - J1 League,,https://www.flashscore.com/team/v-varen-nagasaki/hl74HAcF/
698tGI9q,V-Varen Nagasaki,JAPAN: - J1 League,,https://www.flashscore.com/team/vissel-kobe/698tGI9q/
r9HwRaWH,Floridsdorfer AC (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/floridsdorfer-ac-wien/r9HwRaWH/
SUpSZy5K,Kapfenberg (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/kapfenberg/SUpSZy5K/
WYTawH0g,Hillerod (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/helsingor/WYTawH0g/
tUY4mtrj,Helsingor (Den),WORLD: - Club Friendly,,https://www.flashscore.com/team/hillerod/tUY4mtrj/
6HPRSMEI,Sepsi Sf. Gheorghe (Rou),WORLD: - Club Friendly,,https://www.flashscore.com/team/odorheiu/6HPRSMEI/
IDsPIcMA,Odorheiu (Rou),WORLD: - Club Friendly,,https://www.flashscore.com/team/sepsi/IDsPIcMA/
pQPEA10Q,Igdir FK,TURKEY: - 1. Lig,,https://www.flashscore.com/team/igdir-fk/pQPEA10Q/
tvvIEKkc,Umraniyespor,TURKEY: - 1. Lig,,https://www.flashscore.com/team/umraniyespor/tvvIEKkc/
EaZ5xZo0,Wellington Phoenix,AUSTRALIA: - A-League;Unknown,,https://www.flashscore.com/team/wellington-phoenix/EaZ5xZo0/
hjY9yg16,Perth Glory,AUSTRALIA: - A-League;Unknown,,https://www.flashscore.com/team/perth-glory/hjY9yg16/
SQsg3nME,HJK (Fin),WORLD: - Club Friendly,,https://www.flashscore.com/team/hammarby/SQsg3nME/
nmjJVR7B,Hammarby (Swe),WORLD: - Club Friendly,,https://www.flashscore.com/team/hjk/nmjJVR7B/
tCBNq3le,Karpaty Lviv (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/karpaty-lviv/tCBNq3le/
tCx1gsk2,Tianjin Jinmen Tiger (Chn),WORLD: - Club Friendly,,https://www.flashscore.com/team/tianjin-jinmen-tiger/tCx1gsk2/
boMEh4nc,Bron Radom (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/bron-radom/boMEh4nc/
0MI2e7d1,Bron Radom (Pol),WORLD: - Club Friendly,,https://www.flashscore.com/team/stal-stalowa-wola/0MI2e7d1/
2kvaMIqb,Shakhtar Donetsk (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/dila-gori/2kvaMIqb/
4ENWX2OA,Shakhtar Donetsk (Ukr),WORLD: - Club Friendly,,https://www.flashscore.com/team/shakhtar/4ENWX2OA/
nklx1aEq,Steaua Bucuresti (Rou),WORLD: - Club Friendly,,https://www.flashscore.com/team/chindia-targoviste/nklx1aEq/
UBkj02Q9,Chindia Targoviste (Rou),WORLD: - Club Friendly,,https://www.flashscore.com/team/steaua-bucuresti/UBkj02Q9/
IFHViN7N,China W,WORLD: - Friendly International Women,,https://www.flashscore.com/team/china/IFHViN7N/
8I9Z6Cti,Vietnam W,WORLD: - Friendly International Women,,https://www.flashscore.com/team/vietnam/8I9Z6Cti/
MPeIl2Lh,Manika,DR CONGO: - Ligue 1,,https://www.flashscore.com/team/malole/MPeIl2Lh/
d0ovafZr,Malole,DR CONGO: - Ligue 1,,https://www.flashscore.com/team/manika/d0ovafZr/
Y54TCLNF,Revengers,SEYCHELLES: - Premier League,,https://www.flashscore.com/team/bazar-brothers/Y54TCLNF/
rRcIGQOR,Bazar Brothers,SEYCHELLES: - Premier League,,https://www.flashscore.com/team/revengers/rRcIGQOR/
f3e09r3B,Portugal U17,WORLD: - Friendly International,,https://www.flashscore.com/team/portugal/f3e09r3B/
GQiWr45F,Spain U17,WORLD: - Friendly International,,https://www.flashscore.com/team/spain/GQiWr45F/
tSKMsunB,Shams Azar Qazvin,IRAN: - Persian Gulf Pro League,,https://www.flashscore.com/team/aluminium-arak/tSKMsunB/
2sxLj7ro,Aluminium Arak,IRAN: - Persian Gulf Pro League,,https://www.flashscore.com/team/shams-azar-qazvin/2sxLj7ro/
lK4UsSns,Balestier Khalsa,SINGAPORE: - Premier League,,https://www.flashscore.com/team/balestier-khalsa/lK4UsSns/
vsNto8vQ,Young Lions,SINGAPORE: - Premier League,,https://www.flashscore.com/team/young-lions/vsNto8vQ/
pp5f19Wp,Sarpsborg 08 (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/ham-kam/pp5f19Wp/
UPrP2SMS,HamKam (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/sarpsborg-08/UPrP2SMS/
pvMoTnGj,Tromso (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/bryne/pvMoTnGj/
25HpQh9o,Bryne (Nor),WORLD: - Club Friendly,,https://www.flashscore.com/team/tromso/25HpQh9o/
655zEcZJ,A. Lustenau (Aut),WORLD: - Club Friendly,,https://www.flashscore.com/team/a-lustenau/655zEcZJ/
UJfVludH,Unterhaching (Ger),WORLD: - Club Friendly,,https://www.flashscore.com/team/unterhaching/UJfVludH/
KUGXCpwa,Malut United,INDONESIA: - Super League,,https://www.flashscore.com/team/malut-united/KUGXCpwa/
AqJqcOYR,Persijap Jepara,INDONESIA: - Super League,,https://www.flashscore.com/team/persijap-jepara/AqJqcOYR/
6ijwNYFs,Al Minaa,IRAQ: - Stars League,,https://www.flashscore.com/team/al-gharraf/6ijwNYFs/
ETw16Txa,Al Gharraf,IRAQ: - Stars League,,https://www.flashscore.com/team/al-minaa/ETw16Txa/
0Ygn4oxO,Al Quwa Al Jawiya,IRAQ: - Stars League,,https://www.flashscore.com/team/al-quwa-al-jawiya/0Ygn4oxO/
AP8ryJd1,Newroz,IRAQ: - Stars League,,https://www.flashscore.com/team/newroz/AP8ryJd1/
0AphGnil,Hapoel Tel Aviv,ISRAEL: - Ligat ha'Al,,https://www.flashscore.com/team/hapoel-jerusalem/0AphGnil/
jigstDrf,Hapoel Jerusalem,ISRAEL: - Ligat ha'Al,,https://www.flashscore.com/team/hapoel-tel-aviv/jigstDrf/
KhZ6BcYe,Al Jaish,SYRIA: - Premier League,,https://www.flashscore.com/team/al-jaish/KhZ6BcYe/
h091POog,Horriya,SYRIA: - Premier League,,https://www.flashscore.com/team/horriya/h091POog/
OAyhonEt,Al Taliya,SYRIA: - Premier League,,https://www.flashscore.com/team/al-karamah/OAyhonEt/
hxdVPRPn,Al Karamah,SYRIA: - Premier League,,https://www.flashscore.com/team/al-taliya/hxdVPRPn/
2VoPTtVM,Al-Ittihad Aleppo,SYRIA: - Premier League,,https://www.flashscore.com/team/al-ittihad-aleppo/2VoPTtVM/
QPlgAeDl,Tishreen,SYRIA: - Premier League,,https://www.flashscore.com/team/tishreen/QPlgAeDl/
bqYAAHm2,Foutoua,SYRIA: - Premier League,,https://www.flashscore.com/team/al-wahda/bqYAAHm2/
GIoSAKrl,Al Wahda,SYRIA: - Premier League,,https://www.flashscore.com/team/foutoua/GIoSAKrl/
WpAeGtLQ,Hottin,SYRIA: - Premier League,,https://www.flashscore.com/team/hottin/WpAeGtLQ/
CYjuhojq,Jableh,SYRIA: - Premier League,,https://www.flashscore.com/team/jableh/CYjuhojq/
IJHcROMU,Khan Shaykhun,SYRIA: - Premier League,,https://www.flashscore.com/team/khan-shaykhun/IJHcROMU/
YgdNB0Ts,Umayya,SYRIA: - Premier League,,https://www.flashscore.com/team/umayya/YgdNB0Ts/
drd0zlZS,Chonburi,THAILAND: - Thai League 1,,https://www.flashscore.com/team/chonburi/drd0zlZS/
vRlEPIv3,Uthai Thani,THAILAND: - Thai League 1,,https://www.flashscore.com/team/uthai-thani/vRlEPIv3/
nNSkKzpB,Alashkert (Arm),WORLD: - Club Friendly,,https://www.flashscore.com/team/termez-surkhon/nNSkKzpB/
nm791ddh,Vardar Negotino (Mkd),WORLD: - Club Friendly,,https://www.flashscore.com/team/osogovo/nm791ddh/
8ExJ70wC,Osogovo (Mkd),WORLD: - Club Friendly,,https://www.flashscore.com/team/vardar-negotino/8ExJ70wC/
8UFdYpV2,Zilina B (Svk),WORLD: - Club Friendly,,https://www.flashscore.com/team/honved/8UFdYpV2/
44XW3MJU,Honved II (Hun),WORLD: - Club Friendly,,https://www.flashscore.com/team/zilina/44XW3MJU/
MwWABeO4,Kolbotn W (Nor),WORLD: - Club Friendly Women,,https://www.flashscore.com/team/lyn/MwWABeO4/
YmTPNf6D,Lyn W (Nor),WORLD: - Club Friendly Women,,https://www.flashscore.com/team/valerenga/YmTPNf6D/
bFEJzUd3,Al Riyadi Abbasiyah,LEBANON: - Premier League,,https://www.flashscore.com/team/al-riyadi-abbasiyah/bFEJzUd3/
hWEObasb,Tadamon,LEBANON: - Premier League,,https://www.flashscore.com/team/tadamon/hWEObasb/
0WmFJqn9,Esteghlal Khuzestan,IRAN: - Persian Gulf Pro League,,https://www.flashscore.com/team/esteghlal-khuzestan/0WmFJqn9/
